"registro","iddispositivo","variable","valor","fecha"
"335","nodo_prueba_ADC","voltaje_potenciometro","0.818","2018-05-29 04:41:14"
"336","nodo_prueba_ADC","voltaje_potenciometro_externo","1.297","2018-05-29 04:41:18"
"337","nodo_prueba_ADC","voltaje_potenciometro_externo","1.048","2018-05-29 04:41:19"
"338","nodo_prueba_ADC","voltaje_potenciometro_externo","2.522","2018-05-29 04:41:21"
"339","nodo_prueba_ADC","voltaje_potenciometro_externo","3.254","2018-05-29 04:41:22"
"340","nodo_prueba_ADC","voltaje_potenciometro_externo","1.202","2018-05-29 04:41:25"
"341","nodo_prueba_ADC","voltaje_potenciometro_externo","0.53","2018-05-29 04:41:26"
"342","nodo_prueba_ADC","voltaje_LDR","0.912","2018-05-29 04:41:29"
"343","nodo_prueba_ADC","voltaje_sensor_corriente","2.67","2018-05-29 04:41:31"
"344","nodo_prueba_ADC","voltaje_sensor_corriente","2.678","2018-05-29 04:41:34"
"345","nodo_prueba_ADC","voltaje_sensor_corriente","2.599","2018-05-29 04:41:35"
"346","nodo_prueba_ADC","voltaje_LDR","0.66","2018-05-29 04:41:37"
"347","nodo_prueba_ADC","voltaje_potenciometro","0.816","2018-05-29 04:42:28"
"348","nodo_prueba_ADC","voltaje_LDR","0.645","2018-05-29 04:42:28"
"350","nodo_prueba_ADC","voltaje_potenciometro","0.812","2018-06-15 22:57:20"
"351","nodo_prueba_ADC","voltaje_LDR","0.264","2018-06-15 22:57:21"
"352","nodo_prueba_ADC","voltaje_potenciometro_externo","0.903","2018-06-15 22:57:22"
"353","nodo_prueba_ADC","voltaje_sensor_corriente","0.895","2018-06-15 22:57:22"
"354","nodo_prueba_ADC","voltaje_potenciometro","0.809","2018-06-16 01:05:31"
"355","nodo_prueba_ADC","voltaje_LDR","0.341","2018-06-16 01:05:33"
"356","nodo_prueba_ADC","voltaje_potenciometro_externo","0.779","2018-06-16 01:05:33"
"357","nodo_prueba_ADC","voltaje_sensor_corriente","2.586","2018-06-16 01:05:33"
"358","nodo_prueba_ADC","voltaje_potenciometro","0.807","2018-06-16 01:06:21"
"359","nodo_prueba_ADC","voltaje_LDR","0.336","2018-06-16 01:06:22"
"360","nodo_prueba_ADC","voltaje_potenciometro_externo","0.778","2018-06-16 01:06:22"
"361","nodo_prueba_ADC","voltaje_sensor_corriente","2.587","2018-06-16 01:06:22"
"363","nodo_prueba_ADC","voltaje_sensor_corriente","2.686","2018-06-16 01:06:33"
"365","nodo_prueba_ADC","voltaje_sensor_corriente","2.633","2018-06-16 01:06:34"
"368","nodo_prueba_ADC","voltaje_sensor_corriente","2.588","2018-06-16 01:06:40"
"370","nodo_prueba_ADC","voltaje_sensor_corriente","2.653","2018-06-16 01:07:10"
"372","nodo_prueba_ADC","voltaje_sensor_corriente","2.634","2018-06-16 01:07:12"
"374","nodo_prueba_ADC","voltaje_sensor_corriente","2.589","2018-06-16 01:07:25"
"378","nodo_prueba_ADC","voltaje_potenciometro_externo","1.044","2018-06-16 02:11:32"
"380","nodo_prueba_ADC","voltaje_potenciometro","0.81","2018-06-16 02:28:20"
"381","nodo_prueba_ADC","voltaje_LDR","0.378","2018-06-16 02:28:21"
"382","nodo_prueba_ADC","voltaje_potenciometro_externo","0.991","2018-06-16 02:28:21"
"383","nodo_prueba_ADC","voltaje_sensor_corriente","2.592","2018-06-16 02:28:21"
"385","nodo_prueba_ADC","voltaje_sensor_corriente","2.654","2018-06-16 02:29:07"
"387","nodo_prueba_ADC","voltaje_sensor_corriente","2.637","2018-06-16 02:29:10"
"391","nodo_prueba_ADC","voltaje_sensor_corriente","2.649","2018-06-16 02:29:38"
"393","nodo_prueba_ADC","voltaje_sensor_corriente","2.639","2018-06-16 02:29:42"
"395","nodo_prueba_ADC","voltaje_sensor_corriente","2.698","2018-06-16 02:29:43"
"397","nodo_prueba_ADC","voltaje_sensor_corriente","2.632","2018-06-16 02:29:45"
"401","nodo_prueba_ADC","voltaje_sensor_corriente","2.655","2018-06-16 02:29:52"
"404","nodo_prueba_ADC","voltaje_sensor_corriente","2.724","2018-06-16 02:29:54"
"407","nodo_prueba_ADC","voltaje_sensor_corriente","2.63","2018-06-16 02:29:57"
"411","nodo_prueba_ADC","voltaje_LDR","0.623","2018-06-16 02:30:52"
"414","nodo_prueba_ADC","voltaje_sensor_corriente","2.653","2018-06-16 02:30:56"
"416","nodo_prueba_ADC","voltaje_sensor_corriente","2.681","2018-06-16 02:30:58"
"418","nodo_prueba_ADC","voltaje_sensor_corriente","2.632","2018-06-16 02:30:59"
"424","nodo_prueba_ADC","voltaje_LDR","0.61","2018-06-16 02:32:33"
"425","nodo_prueba_ADC","voltaje_LDR","0.386","2018-06-16 02:32:34"
"426","nodo_prueba_ADC","voltaje_sensor_corriente","2.587","2018-06-16 02:32:34"
